video_1_segment_0| Ama audio libros presenta Aristóteles, la gran morad, narración Artur Mas. | Ama audio libros presenta Aristteles, la gran morad, narracin Artur Mas.
video_6_segment_935| práctica y algunos lo consiguen al primer ensayo. Cuando la conexión está establecida, diga se mentalmente al paciente ausente. | prctica y algunos lo consiguen al primer ensayo Cuando la conexin est establecida, diga se mentalmente al paciente ausente.
video_6_segment_936| o se estoy enviando una provisión de fuerza vital o poder que os vigorizará y curará. Entonces, imagino. | o se estoy enviando una provisin de fuerza vital o poder que os vigorizar y curar Entonces, imagino.
video_6_segment_937| el prana, como saliendo de la mente a cada exalación de la respiración rímpica, viajando a través del espacio instantaneamente. | el prana, como saliendo de la mente a cada exalacin de la respiracin rmpica, viajando a travs del espacio instantaneamente.
video_6_segment_938| llegando al paciente y curándolo. No hay necesidad de fijar ciertas horas para el tratamiento, aunque se pueden señalar si | llegando al paciente y curndolo No hay necesidad de fijar ciertas horas para el tratamiento, aunque se pueden sealar si.
video_6_segment_939| desea. El estado receptivo del paciente debido a su expectativa en espera de la fuerza psíquica emitida le pone en | desea El estado receptivo del paciente debido a su expectativa en espera de la fuerza psquica emitida le pone en.
video_6_segment_94| de observarse en los pechos contraídos, en los hombros caídos y en el espantoso aumento de las enfermedades de los órganos. | de observarse en los pechos contrados, en los hombros cados y en el espantoso aumento de las enfermedades de los rganos.
video_6_segment_940| condiciones de poder recibir las vibraciones transmitidas en cualquier momento que las envíe el operador. Si se establece, | condiciones de poder recibir las vibraciones transmitidas en cualquier momento que las enve el operador Si se establece,.
video_6_segment_941| horas previamente convenidas, debe colocarse el paciente en actitud de abandono y en estado receptivo. Lo indicado es el gran principio. | horas previamente convenidas, debe colocarse el paciente en actitud de abandono y en estado receptivo Lo indicado es el gran principio.
video_6_segment_942| en que está apoyado el tratamiento a distancia del mundo occidental. Con un poco de práctica se pueden realizar estas cosas. | en que est apoyado el tratamiento a distancia del mundo occidental Con un poco de prctica se pueden realizar estas cosas.
video_6_segment_943| también como los magnetizadores más reputados. ¿Capítulo 15 más fenómenos? | tambin como los magnetizadores ms reputados ¿Captulo quince ms fenmenos?.
video_6_segment_944| de la respiración psíquica yogi. 1. Proyección del pensamiento Los pensamientos pueden ser proyectados siguiendo | de la respiracin psquica yogi uno Proyeccin del pensamiento Los pensamientos pueden ser proyectados siguiendo.
video_6_segment_945| el método ya mencionado, curación a distancia, y otras personas sentirán el efecto del pensamiento así transmitido. Pero debemos | el mtodo ya mencionado, curacin a distancia, y otras personas sentirn el efecto del pensamiento as transmitido Pero debemos.
video_6_segment_946| recordar siempre que ningún mal pensamiento podrá jamás incuriar a otra persona de pensamientos buenos. Los pensamientos buenos | recordar siempre que ningn mal pensamiento podr jams incuriar a otra persona de pensamientos buenos Los pensamientos buenos.
video_6_segment_947| siempre son positivos para los malos y los malos siempre negativos para los buenos. Se pueden obstante | siempre son positivos para los malos y los malos siempre negativos para los buenos Se pueden obstante.
video_6_segment_948| Exitar la interés y la atención de otro enviándole ondas pensamiento de este modo, cargando de plan al mensaje que se vea. | Exitar la inters y la atencin de otro envindole ondas pensamiento de este modo, cargando de plan al mensaje que se vea.
video_6_segment_949| se desee transmitir. Si deseamos el amor y la simpatía de otro, y sentimos amor y simpatía por él, podemos enviarle con Eficio. | se desee transmitir Si deseamos el amor y la simpata de otro, y sentimos amor y simpata por l, podemos enviarle con Eficio.
video_6_segment_95| respiratorios, incluyendo el terrible monstruo de la consulsión, el afote blanco. Autoridades eminentes, anar | respiratorios, incluyendo el terrible monstruo de la consulsin, el afote blanco Autoridades eminentes, anar.
video_6_segment_950| y que se creen que la música es una música que se puede hacer. | y que se creen que la msica es una msica que se puede hacer.
video_6_segment_951| al otro en su daño o por motivos impuros o egoístas, pues tal espensamientos retroceden con redoblada fuerzas. | al otro en su dao o por motivos impuros o egostas, pues tal espensamientos retroceden con redoblada fuerzas.
video_6_segment_952| sobre el emisor perjudicándole, sin haber afectado a la parte inocente. La fuerza psíquica es buena y custa cuando se emplea. | sobre el emisor perjudicndole, sin haber afectado a la parte inocente La fuerza psquica es buena y custa cuando se emplea.
video_6_segment_953| legitimamente, pero debe precaverse de la magia negra o de los usos impropios y perversos de ella pues intentarlo sería como | legitimamente, pero debe precaverse de la magia negra o de los usos impropios y perversos de ella pues intentarlo sera como.
video_6_segment_954| como jugar con un adinamo y la persona que proceder así, seguramente recibiría su castigo en el resultado del acto mismo. | como jugar con un adinamo y la persona que proceder as, seguramente recibira su castigo en el resultado del acto mismo.
video_6_segment_955| En pero, ninguna persona de móviles impuros puede adquirir un alto grado de poder síquico, mientras que un corazón lloramente | En pero, ninguna persona de mviles impuros puede adquirir un alto grado de poder squico, mientras que un corazn lloramente.
video_6_segment_956| de puros son un escudo inmunerable contra los poderes psíquicos mal encaminados. Mantengamos los puros y nada podrá. | de puros son un escudo inmunerable contra los poderes psquicos mal encaminados Mantengamos los puros y nada podr.
video_6_segment_957| dáñarnos. 2. Para formar aura Si llegáis ya estar en compañía de personas de grosera mentalidad y experimenta en | darnos dos Para formar aura Si llegis ya estar en compaa de personas de grosera mentalidad y experimenta en.
video_6_segment_958| la influencia depresiva de sus pensamientos respiradas rínicamente algunas veces para que generéis así una provisión. | la influencia depresiva de sus pensamientos respiradas rnicamente algunas veces para que generis as una provisin.
video_6_segment_959| adicional de prana y después, por medio del método de la imagen mental, rodearos de una aura de pensamientos | adicional de prana y despus, por medio del mtodo de la imagen mental, rodearos de una aura de pensamientos.
video_6_segment_96| ha sentado que una generación de respiradores normales regeneraría la raza y que la enfermedad sería rara que al manifesta rara. | ha sentado que una generacin de respiradores normales regenerara la raza y que la enfermedad sera rara que al manifesta rara.
video_6_segment_960| forma o boide, la cual los protegerá de los pensamientos groseros e influencias perturbadoras de los demás. | forma o boide, la cual los proteger de los pensamientos groseros e influencias perturbadoras de los dems.
video_6_segment_961| 3. Para recargarse a sí mismo. Si sentís que vuestra energía vital decrece mucho y que necesitan y se almacenar rápidamente, | tres Para recargarse a s mismo Si sents que vuestra energa vital decrece mucho y que necesitan y se almacenar rpidamente,.
video_6_segment_962| una buena provisión, el mejor método es colocar bien juntos los pies, lado a lado, naturalmente y cerrarlo. | una buena provisin, el mejor mtodo es colocar bien juntos los pies, lado a lado, naturalmente y cerrarlo.
video_6_segment_963| los dedos de ambas manos del modo que os merezca más cómodo. Esto es como cerrar un circuito e impide todo escape de prácticas. | los dedos de ambas manos del modo que os merezca ms cmodo Esto es como cerrar un circuito e impide todo escape de prcticas.
video_6_segment_964| a través de las extremidades. Respirátenseguida rímicamente algunas veces y el efecto de recárrega se hará sentir. | a travs de las extremidades Respirtenseguida rmicamente algunas veces y el efecto de recrrega se har sentir.
video_6_segment_965| 4. Para recargar a otros Si algún amigo está escaso de vitalidad podéis ayudarlos sentando frente a él. | cuatro Para recargar a otros Si algn amigo est escaso de vitalidad podis ayudarlos sentando frente a l.
video_6_segment_966| vuestros pies en contacto con los suyos y sus manos en las vuestras. Entonces, respirad ambos rhythmicamente. | vuestros pies en contacto con los suyos y sus manos en las vuestras Entonces, respirad ambos rhythmicamente.
video_6_segment_967| formando uno la imagen mental de transmitirle prana a su sistema y el otro manteniendo la imagen mental de recibir. | formando uno la imagen mental de transmitirle prana a su sistema y el otro manteniendo la imagen mental de recibir.
video_6_segment_968| lo. Las personas de débil vitalidad o voluntad pasiva deberían tener cuidado con quién ensayan este experimento, pues el | lo Las personas de dbil vitalidad o voluntad pasiva deberan tener cuidado con quin ensayan este experimento, pues el.
video_6_segment_969| granad de una persona de malos deseos, será colorado con los pensamientos de esa persona y puede darle una influencia a ti. | granad de una persona de malos deseos, ser colorado con los pensamientos de esa persona y puede darle una influencia a ti.
video_6_segment_97| se, la considerarían como un objeto de curiosidad. Si se estudia el asunto, se observará que la relación entre la respiración y la | se, la consideraran como un objeto de curiosidad Si se estudia el asunto, se observar que la relacin entre la respiracin y la.
video_6_segment_970| temporal sobre la persona más débil. Esta puede, sin embargo, liberarse fácilmente de tal influencia, cerrando el circuito. | temporal sobre la persona ms dbil Esta puede, sin embargo, liberarse fcilmente de tal influencia, cerrando el circuito.
video_6_segment_971| como se ha mencionado antes, respirando rímicamente algunas veces y terminando con la respiración purificadora. | como se ha mencionado antes, respirando rmicamente algunas veces y terminando con la respiracin purificadora.
video_6_segment_972| 5. Para cargar agua El agua puede ser cargada de prana por la respiración rímpica manteniendo un vaso de agua. | cinco Para cargar agua El agua puede ser cargada de prana por la respiracin rmpica manteniendo un vaso de agua.
video_6_segment_973| por el fondo en la mano izquierda y sacudiendo entonces suavemente los dedos juntos de la mano derecha sobre el | por el fondo en la mano izquierda y sacudiendo entonces suavemente los dedos juntos de la mano derecha sobre el.
video_6_segment_974| el agua, como si estuvierais por hacer desprender gotas de las puntas de los dedos al vaso. También debes mantenerse la imagen menta | el agua, como si estuvierais por hacer desprender gotas de las puntas de los dedos al vaso Tambin debes mantenerse la imagen menta.
video_6_segment_975| de que el brana está pasando al agua. Cargada si el agua es un gran estimulante para las personas débiles o | de que el brana est pasando al agua Cargada si el agua es un gran estimulante para las personas dbiles o.
video_6_segment_976| o enfermas, particularmente, si un pensamiento de curación acompaña a la imagen mental de la transmisión de plana. | o enfermas, particularmente, si un pensamiento de curacin acompaa a la imagen mental de la transmisin de plana.
video_6_segment_977| La adertencia hecha en el ejercicio último es también aplicable a este, aunque el peligro existe solo en grado. | La adertencia hecha en el ejercicio ltimo es tambin aplicable a este, aunque el peligro existe solo en grado.
video_6_segment_978| mucho menor. Seis, para quirir cualidades mentales, no solamente puede ser controlado el cuerpo por la mente. | mucho menor Seis, para quirir cualidades mentales, no solamente puede ser controlado el cuerpo por la mente.
video_6_segment_979| bajo la dirección de la voluntad, sino que también la misma mente puede ser educada y cultivada por el ejercicio del control. | bajo la direccin de la voluntad, sino que tambin la misma mente puede ser educada y cultivada por el ejercicio del control.
video_6_segment_98| natural y la salud es evidente y explicable, sea que lo consideremos bajo el punto de vista oriental, un occidental, | natural y la salud es evidente y explicable, sea que lo consideremos bajo el punto de vista oriental, un occidental,.
video_6_segment_980| la voluntad. Aquello que el mundo occidental conoce como ciencia mental, etc., ha probado al occidente parte de esa verdad que lo | la voluntad Aquello que el mundo occidental conoce como ciencia mental, etc, ha probado al occidente parte de esa verdad que lo.
video_6_segment_981| pero si oguis han conocido durante edades. La simple petición tranquila de la voluntad realizará prodigios en este sentido, pero si | pero si oguis han conocido durante edades La simple peticin tranquila de la voluntad realizar prodigios en este sentido, pero si.
video_6_segment_982| y el ejercicio mental va acompañado de la respiración rímpica, se aumenta considerablemente el efecto. Pueden adquirirse las cualidades | y el ejercicio mental va acompaado de la respiracin rmpica, se aumenta considerablemente el efecto Pueden adquirirse las cualidades.
video_6_segment_983| mentales deseables, si durante la respiración rímpica se mantiene la imagen mental adecuada a lo que se desea. | mentales deseables, si durante la respiracin rmpica se mantiene la imagen mental adecuada a lo que se desea.
video_6_segment_984| desapetecibles, el equilibrio y el propio control, aumento de poder, etcétera, se pueden adquirir de este modo. | desapetecibles, el equilibrio y el propio control, aumento de poder, etctera, se pueden adquirir de este modo.
video_6_segment_985| no deseables pueden eliminarse por el cultivo de las opuestas. Algunos o todos los ejercicios, tratamientos | no deseables pueden eliminarse por el cultivo de las opuestas Algunos o todos los ejercicios, tratamientos.
video_6_segment_986| y afirmación estela ciencia mental, puede enusarse con la respiración rítmica Yogi, para la adquisición y desenvolvimiento de las cuales | y afirmacin estela ciencia mental, puede enusarse con la respiracin rtmica Yogi, para la adquisicin y desenvolvimiento de las cuales.
video_6_segment_987| de las actividades mentales deseables es bueno la ejercicio general siguiente. Acostados en actitud pasiva, osentados con el brúal. | de las actividades mentales deseables es bueno la ejercicio general siguiente Acostados en actitud pasiva, osentados con el bral.
video_6_segment_988| gusto, herguido, pintados a vosotros mismos las cualidades que deseáis cultivar, viendo os como, pues, seguiendo dichas cualidades. | gusto, herguido, pintados a vosotros mismos las cualidades que deseis cultivar, viendo os como, pues, seguiendo dichas cualidades.
video_6_segment_989| y pidiendo que vostra mente las desarrolle, respirad rímicamente manteniendo con firmeza la pintura mental. Llevarla en mi | y pidiendo que vostra mente las desarrolle, respirad rmicamente manteniendo con firmeza la pintura mental Llevarla en mi.
video_6_segment_99| Las enseñanzas occidentales demuestran que la salud física depende esencialmente de una respiración correcta. | Las enseanzas occidentales demuestran que la salud fsica depende esencialmente de una respiracin correcta.
video_6_segment_990| nosotros tanto como sea posible esforzándose en vivir el ideal que a veces estáblecido impuestramente. Notaréis el crecimiento. | nosotros tanto como sea posible esforzndose en vivir el ideal que a veces estblecido impuestramente Notaris el crecimiento.
video_6_segment_991| el rimo de la respiración ayuda a la mente en la formación de nuevas combinaciones y el | el rimo de la respiracin ayuda a la mente en la formacin de nuevas combinaciones y el.
video_6_segment_992| estudiante que ha seguido el sistema occidental, hallará que la respiración rímpica Yogi es un aliado poderoso. | estudiante que ha seguido el sistema occidental, hallar que la respiracin rmpica Yogi es un aliado poderoso.
video_6_segment_993| sus prácticas de la ciencia mental. 7. Para adquirir cualidades físicas. Las cualidades físicas pueden aquí | sus prcticas de la ciencia mental siete Para adquirir cualidades fsicas Las cualidades fsicas pueden aqu.
video_6_segment_994| Kirirse por los mismos métodos, arriba mencionados, en conexión con las cualidades mentales. No queremos decir naturalmente. | Kirirse por los mismos mtodos, arriba mencionados, en conexin con las cualidades mentales No queremos decir naturalmente.
video_6_segment_995| que hombres bajos puedan hacerse altos, o que miembros amputados puedan reponerse ni milagros similares. Pero la expresión | que hombres bajos puedan hacerse altos, o que miembros amputados puedan reponerse ni milagros similares Pero la expresin.
video_6_segment_996| del continente puede ser cambiada y el valor y características físicas generales, mejorados por el control de la voluntad. | del continente puede ser cambiada y el valor y caractersticas fsicas generales, mejorados por el control de la voluntad.
video_6_segment_997| acompañado de la respiración rímpica. Así como un hombre piensa, asimira, accióna, camina, se sienta, | acompaado de la respiracin rmpica As como un hombre piensa, asimira, accina, camina, se sienta,.
video_6_segment_998| etcétera. Pensamientos mejorados significa miradas y acciones mejoradas para desarrollar alguna parte del cuerpo dirigido. | etctera Pensamientos mejorados significa miradas y acciones mejoradas para desarrollar alguna parte del cuerpo dirigido.
video_6_segment_999| y la atención hacia ella y respirar ritmicamente, manteniendo la imagen mental de que estáis enviando una mayor cantidad. | y la atencin hacia ella y respirar ritmicamente, manteniendo la imagen mental de que estis enviando una mayor cantidad.
video_7_segment_0| Ama, audio libros, presenta, Yogi, ramacharaca, la vida después de la muerte. | Ama, audio libros, presenta, Yogi, ramacharaca, la vida despus de la muerte.
video_7_segment_1| la ración Artur Mas. Introducción Es la muerte el final de la vida o parte de un | la racin Artur Mas Introduccin Es la muerte el final de la vida o parte de un.
video_7_segment_10| tierra sin tener en cuenta y de una manera viva el problema de lo que vendrá después de la muerte. Es de todo punto imprescindible. | tierra sin tener en cuenta y de una manera viva el problema de lo que vendr despus de la muerte Es de todo punto imprescindible.
video_7_segment_100| la vida se está inotizada por la idea de la muerte. El lugar empleo de esta palabra denota la ilusión. En Navios le quienes devieran tener mayor conocimiento. | la vida se est inotizada por la idea de la muerte El lugar empleo de esta palabra denota la ilusin En Navios le quienes devieran tener mayor conocimiento.
video_7_segment_1000| Al que obtendría un agricultor, sidiariamente arrancar a las plantas de su parcela de experimentación para ver si crecen sus raíces. | Al que obtendra un agricultor, sidiariamente arrancar a las plantas de su parcela de experimentacin para ver si crecen sus races.
video_7_segment_1001| Otra modalidad de vocación es la que tiene por objeto que el alma desencarnada acuda a consolar a sus deudos e informarles de la | Otra modalidad de vocacin es la que tiene por objeto que el alma desencarnada acuda a consolar a sus deudos e informarles de la.
video_7_segment_1002| la condición en que está en la otra vida. No están sin extra a esta evocación como la que se hace por curiosidad o por afán de público espectáculo. | la condicin en que est en la otra vida No estn sin extra a esta evocacin como la que se hace por curiosidad o por afn de pblico espectculo.
video_7_segment_1003| pero también es nociba. El alma así evocada por las vibraciones de afecto de sus deudos acude si les posible. | pero tambin es nociba El alma as evocada por las vibraciones de afecto de sus deudos acude si les posible.
video_7_segment_1004| como quien es despertado de un profundo sueño, en estado sonambúlico, pues tal es precisamente su situación. El sonambulismo | como quien es despertado de un profundo sueo, en estado sonamblico, pues tal es precisamente su situacin El sonambulismo.
video_7_segment_1005| no es cosa que convenga a infundir en las personas del mundo terreno y mucho menos en las almas desencarnadas que como están en todo el mundo. | no es cosa que convenga a infundir en las personas del mundo terreno y mucho menos en las almas desencarnadas que como estn en todo el mundo.
video_7_segment_1006| no fuzcadas, no saben bien lo que les pasa y no pueden satisfacer lucidamente el propósito de la evocación. ¿Quién les haya tenido? | no fuzcadas, no saben bien lo que les pasa y no pueden satisfacer lucidamente el propsito de la evocacin ¿Quin les haya tenido?.
video_7_segment_1007| presenciado comunicaciones con entidades astrales, recordarán que en la mayoría de los casos auténticos la entidad comunicante da | presenciado comunicaciones con entidades astrales, recordarn que en la mayora de los casos autnticos la entidad comunicante da.
video_7_segment_1008| respuestas, incoherentes y confusas, desuerte que aún en las mejores condiciones es insatisfactorio el resultado, porque en la época | respuestas, incoherentes y confusas, desuerte que an en las mejores condiciones es insatisfactorio el resultado, porque en la poca.
video_7_segment_1009| la educación de las entidades astrales, pervierte el proceso normal de la naturaleza. Nunca está justificada, semejante práctil. | la educacin de las entidades astrales, pervierte el proceso normal de la naturaleza Nunca est justificada, semejante prctil.
video_7_segment_101| hoy hemos expresiones como las de la implacable guadáña de la muerte tronchada en la flor de su edad, desaparecido para siempre, todo a | hoy hemos expresiones como las de la implacable guada de la muerte tronchada en la flor de su edad, desaparecido para siempre, todo a.
video_7_segment_1010| y la condenan las más prestigiosas autoridades. El visu nombre de la índole y condiciones que de la vida del alma en el plano asociado. | y la condenan las ms prestigiosas autoridades El visu nombre de la ndole y condiciones que de la vida del alma en el plano asociado.
video_7_segment_1011| astral damos en este libro bastará para dar a entender claramente los motivos de la condenación. ¿Verdades que a veces | astral damos en este libro bastar para dar a entender claramente los motivos de la condenacin ¿Verdades que a veces.
video_7_segment_1012| las almas residentes en el plano astral, impedidas por algún profundo remordimiento o por algún asunto de supremo interés para sus deudos | las almas residentes en el plano astral, impedidas por algn profundo remordimiento o por algn asunto de supremo inters para sus deudos.
video_7_segment_1013| más cercanos se han comunicado voluntariamente con ellos y en algunos casos de excepcional y la verdad hasta llegaron a materializar. | ms cercanos se han comunicado voluntariamente con ellos y en algunos casos de excepcional y la verdad hasta llegaron a materializar.
video_7_segment_1014| se momentaneamente. Estos casos son raros, pero dinos, por lo auténticos, demencionarse para mejor conocimiento. | se momentaneamente Estos casos son raros, pero dinos, por lo autnticos, demencionarse para mejor conocimiento.
video_7_segment_1015| del asunto. El vehementismo anelo del alma desencarnada la mueve entonces a tomar una forma perceptible por la persona. | del asunto El vehementismo anelo del alma desencarnada la mueve entonces a tomar una forma perceptible por la persona.
video_7_segment_1016| con quien desea comunicarse, de la propia suerte, que también toma forma objetiva una vigolosa impresión telepática. | con quien desea comunicarse, de la propia suerte, que tambin toma forma objetiva una vigolosa impresin teleptica.
video_7_segment_1017| Pero a un ental escasos el alma afligida, la llamada vulgarmente, alma en pena, acaba por sustraerse a la atrata. | Pero a un ental escasos el alma afligida, la llamada vulgarmente, alma en pena, acaba por sustraerse a la atrata.
video_7_segment_1018| la opción de los intereses mundanos y se restituye a la normalidad de la vida astral, de acuerdo con las leyes de la naturaleza. | la opcin de los intereses mundanos y se restituye a la normalidad de la vida astral, de acuerdo con las leyes de la naturaleza.
video_7_segment_1019| Sabemos que al exponer estas verdades desalentamos y acaso nos concitamos la antipatía de quienes se figuran estar en frecuente comunico. | Sabemos que al exponer estas verdades desalentamos y acaso nos concitamos la antipata de quienes se figuran estar en frecuente comunico.
video_7_segment_102| acabó para él, pérdida irreparable, etcétera, al hablar de una persona que acaba de marcharse de este mundo, como si diése en a entender que ha dejado de existir. | acab para l, prdida irreparable, etctera, al hablar de una persona que acaba de marcharse de este mundo, como si dise en a entender que ha dejado de existir.
video_7_segment_1020| y la educación con sus difuntos. Pero la verdad es la verdad y estamos seguros de que la debida comprensión de este asunto les demostra que el | y la educacin con sus difuntos Pero la verdad es la verdad y estamos seguros de que la debida comprensin de este asunto les demostra que el.
video_7_segment_1021| ¿Pero verdadero amor hacia quienes nos precedieron en la partida consiste en enviarles auxiliadores pensamientos de paz? | ¿Pero verdadero amor hacia quienes nos precedieron en la partida consiste en enviarles auxiliadores pensamientos de paz?.
video_7_segment_1022| acción de que prosigan su evolución, sin perturbarlos con nuestras insensatas lamentaciones y egoísta curiosidad. Además, no | accin de que prosigan su evolucin, sin perturbarlos con nuestras insensatas lamentaciones y egosta curiosidad Adems, no.
video_7_segment_1023| nunca nos dará plena satisfacción, la reprobable práctica devocar a los difuntos porque siempre quedará algún punto por esclareza. | nunca nos dar plena satisfaccin, la reprobable prctica devocar a los difuntos porque siempre quedar algn punto por esclareza.
video_7_segment_1024| hacer. El verdadero amor consiste en dar y no en recibir, y este hermoso aforismo puede también aplicarse a la comunicación con | hacer El verdadero amor consiste en dar y no en recibir, y este hermoso aforismo puede tambin aplicarse a la comunicacin con.
video_7_segment_1025| las entidades astrales, pues mucho más noble y eficaz es enviarles pensamientos de amor, simpatía, consuelo, aliento. | las entidades astrales, pues mucho ms noble y eficaz es enviarles pensamientos de amor, simpata, consuelo, aliento.
video_7_segment_1026| y estímulo para que evolucionen en los niveles superiores del otro mundo que atraerlos a este bajo mundo de materialidad. | y estmulo para que evolucionen en los niveles superiores del otro mundo que atraerlos a este bajo mundo de materialidad.
video_7_segment_1027| sin otro propósito que oírles decir que son dichosos o acaso escuchar las vulgaridades propias del Estado sonambúlico. | sin otro propsito que orles decir que son dichosos o acaso escuchar las vulgaridades propias del Estado sonamblico.
video_7_segment_1028| Mucho más provechoso para nosotros es elevarnos a los planos superiores de existencia donde nuestros difuntos se hallan y comunidades. | Mucho ms provechoso para nosotros es elevarnos a los planos superiores de existencia donde nuestros difuntos se hallan y comunidades.
video_7_segment_1029| carnos espiritualmente con ellos por medio del pensamiento sin necesidad del lenguaje verbal o escrito ni de comparecencia personal. | carnos espiritualmente con ellos por medio del pensamiento sin necesidad del lenguaje verbal o escrito ni de comparecencia personal.
video_7_segment_103| existir y ya no es nada. Sobre todo en el mundo occidental predominan estas pesimistas y escepticas ideas, a pesar de que la religión cristial | existir y ya no es nada Sobre todo en el mundo occidental predominan estas pesimistas y escepticas ideas, a pesar de que la religin cristial.
video_7_segment_1030| personal. Consideremos imparcialmente este punto a fin de que la voz de la verdad resuene en lo íntimo de nuestro ser y responda de la voz. | personal Consideremos imparcialmente este punto a fin de que la voz de la verdad resuene en lo ntimo de nuestro ser y responda de la voz.
video_7_segment_1031| de acuerdo con las afirmaciones de los abios. | de acuerdo con las afirmaciones de los abios.
video_7_segment_1032| En las obras que traten del plano astral, sobre todo si son de autoriz antiguos, se encuentran muchas referencias a las almas apegadas por la Zosmundal. | En las obras que traten del plano astral, sobre todo si son de autoriz antiguos, se encuentran muchas referencias a las almas apegadas por la Zosmundal.
video_7_segment_1033| a la senciente vida de la tierra. Por regla generales muy bajo el estado de conciencia de estas almas que no quieren apartar su mirada de la | a la senciente vida de la tierra Por regla generales muy bajo el estado de conciencia de estas almas que no quieren apartar su mirada de la.
video_7_segment_1034| la tierra ni alejarse de los lugares donde más ejercieron su actividad o gozaron sensualmente durante su vida física. | la tierra ni alejarse de los lugares donde ms ejercieron su actividad o gozaron sensualmente durante su vida fsica.
video_7_segment_1035| pues sólo allí encuentran el placer peculiar de su degradada condición, pero también hay, por desgracia, otras almas que a pesar de su mayor | pues slo all encuentran el placer peculiar de su degradada condicin, pero tambin hay, por desgracia, otras almas que a pesar de su mayor.
video_7_segment_1036| nivel de conciencia se muestran reacias, arruperlos lazos mundanos y se adieren desesperadamente a los deudos que dejaron en la | nivel de conciencia se muestran reacias, arruperlos lazos mundanos y se adieren desesperadamente a los deudos que dejaron en la.
video_7_segment_1037| tierra. Suele suceder que un alma predispuesta a vivir normalmente en los suplanos superiores del plano astral está tan preocupado. | tierra Suele suceder que un alma predispuesta a vivir normalmente en los suplanos superiores del plano astral est tan preocupado.
video_7_segment_1038| preocupada por las cosas de la tierra, que en cuanto despierta de su sueño se afana por volver a inmiscuirse en los asuntos mundanos. | preocupada por las cosas de la tierra, que en cuanto despierta de su sueo se afana por volver a inmiscuirse en los asuntos mundanos.
video_7_segment_1039| Esta siniestra condición deriva generalmente del incumplimiento de algún sagrado de ver, del remordimiento ocasionado por algún daño | Esta siniestra condicin deriva generalmente del incumplimiento de algn sagrado de ver, del remordimiento ocasionado por algn dao.
video_7_segment_104| Allí prevaleciente, describe a las delicias del cielo, en tan vigorosos y atractivos términos, que todos sus fieles deberían desear el tránsito. | All prevaleciente, describe a las delicias del cielo, en tan vigorosos y atractivos trminos, que todos sus fieles deberan desear el trnsito.
video_7_segment_1040| gravísimo, inferido al prójimo o de la ansiedad por el porvenir de los de sus angre que quedaron en la tierra. En tales casos, la | gravsimo, inferido al prjimo o de la ansiedad por el porvenir de los de sus angre que quedaron en la tierra En tales casos, la.
video_7_segment_1041| la entidad astral planea en el espacio junto a la persona o sobre el lugar que tiene enfocado su interés y en condiciones psíquicas. | la entidad astral planea en el espacio junto a la persona o sobre el lugar que tiene enfocado su inters y en condiciones psquicas.
video_7_segment_1042| extremas, puede hacerse visible a la persona con quien necesita comunicarse. A esta clase pertenecen las pobres a los | extremas, puede hacerse visible a la persona con quien necesita comunicarse A esta clase pertenecen las pobres a los.
video_7_segment_1043| más errantes de uno a otro de los lugares que frecuentaron en vida y cuido remordimiento las mueve a panos esfuerzos para | ms errantes de uno a otro de los lugares que frecuentaron en vida y cuido remordimiento las mueve a panos esfuerzos para.
video_7_segment_1044| remediar el mal que así mismas o a los demás hicieron. Por supuesto que estas almas infortunadas no están completamente despiertas. | remediar el mal que as mismas o a los dems hicieron Por supuesto que estas almas infortunadas no estn completamente despiertas.
video_7_segment_1045| en el mundo astral, ni en el físico, sino en un estado sonambúrico en ambos planos, sin participar de la normalidad de la vida. | en el mundo astral, ni en el fsico, sino en un estado sonambrico en ambos planos, sin participar de la normalidad de la vida.
video_7_segment_1046| vida astral ni de la terrena. En analógicas condición se encuentran aquellas otras almas atormentadas por el pensamiento de | vida astral ni de la terrena En analgicas condicin se encuentran aquellas otras almas atormentadas por el pensamiento de.
video_7_segment_1047| de haber dejado incompleta un alabor o incumplido un deber y que en estado son embúlico planean sobre los lugares más frecuentados. | de haber dejado incompleta un alabor o incumplido un deber y que en estado son emblico planean sobre los lugares ms frecuentados.
video_7_segment_1048| En su vida anterior y más particularmente rondan por la casa en que habitaron con el soñoliento propósito de enmendar. | En su vida anterior y ms particularmente rondan por la casa en que habitaron con el sooliento propsito de enmendar.
video_7_segment_1049| sus hierros. A otras clases pertenecen las almas que no por interés material sino por el vivísimo afecto que profesaron a | sus hierros A otras clases pertenecen las almas que no por inters material sino por el vivsimo afecto que profesaron a.
video_7_segment_105| a tan feliz y dichosa vida. Si los cristianos creyeran sinceramente lo que subes hotelica religiones enseña y promete, en vez de | a tan feliz y dichosa vida Si los cristianos creyeran sinceramente lo que subes hotelica religiones ensea y promete, en vez de.
video_7_segment_1050| a sus deudos más cercanos se atan a la tierra con el vanopropósito de servirles de auxilio y guía. En todos estos canos, | a sus deudos ms cercanos se atan a la tierra con el vanopropsito de servirles de auxilio y gua En todos estos canos,.
video_7_segment_1051| La sos, el deber del alma encarnada es enviar al alma en pena un pensamiento de amor con la deliberada sugestión de que sea parte. | La sos, el deber del alma encarnada es enviar al alma en pena un pensamiento de amor con la deliberada sugestin de que sea parte.
